"X","MP_Euro","Year_Birth","Comm_MP_Euro","Comm_MP_UL","Manag_Fees","Profit_Sharing","Cost_Asset_manag","Cost_retro","MP_UL","Cluster_KMEAN_6","Cluster_HAC_Ward_6","Cluster_HAC_Min_6","Cluster_KMEAN_20","Cluster_HAC_Ward_20","Cluster_HAC_Min_20","Cluster_KMEAN_40","Cluster_HAC_Ward_40","Cluster_HAC_Min_40","Cluster_KMEAN_250","Cluster_HAC_Ward_250","Cluster_HAC_Min_250"
3374,533,1951,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,2,1,5,5,1,1,12,1,12,31,13
3375,5831,1951,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,2,1,5,5,1,1,12,1,12,31,13
3376,6343,1951,0.05,0.3,0.563336,100,0.487081183,0.126528986,214,1,2,1,5,5,1,1,12,1,12,31,13
3377,9026,1951,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,2,1,5,5,1,1,12,1,12,31,13
3378,3424,1951,0.05,0.3,0.568712,100,0.417096771,0.209665657,0,1,2,1,5,5,1,1,12,1,12,31,13
3379,2021,1951,0.05,0.3,0.542666667,100,0.517986945,0.210362445,472,1,2,1,5,5,1,1,12,1,12,31,13
3380,29851,1951,0.05,0.3,0.542666667,100,0.51823287,0.210706514,3355,1,2,1,5,5,1,1,12,1,12,31,13
3381,35686,1951,0.05,0.3,0.542666667,100,0.518218323,0.210686161,2323,1,2,1,5,5,1,1,12,1,12,31,13
3382,16053,1952,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,23,34,24
3383,21460,1952,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,23,34,24
3384,399,1952,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,23,34,24
3385,33005,1952,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,23,34,24
3386,30874,1952,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,1,1,1,4,1,1,1,18,1,95,38,29
3387,26391,1952,0.08,0.3754,0.517333333,100,0.403103896,0.200570288,18549,1,1,1,4,1,1,1,18,1,95,38,29
3388,12277,1952,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,23,34,24
3389,31977,1952,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3390,543,1952,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3391,28753,1952,0.08,0.3754,0.519,100,0.403103896,0.200570288,6108,1,1,1,4,1,1,1,18,1,95,38,29
3392,3994,1952,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3393,26215,1952,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3394,7679,1952,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3395,10922,1952,0.05,0.3,0.563336,100,0.487081183,0.126528986,551,1,1,1,5,12,1,33,17,1,247,37,28
3396,1496,1952,0.05,0.3,0.568712,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3397,9289,1952,0.05,0.3,0.542666667,100,0.518344657,0.210862913,1393,1,1,1,5,12,1,33,17,1,247,37,28
3398,21180,1952,0.05,0.3,0.542666667,100,0.518243622,0.210721556,2059,1,1,1,5,12,1,33,17,1,247,37,28
3399,18581,1952,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3400,531,1952,0.05,0.3,0.5686,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3401,784,1952,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,247,37,28
3402,14009,1953,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,195,41,24
3403,9463,1953,0.05,0.175,0.567,100,0.392382753,0.193601545,430,2,4,1,11,10,1,9,14,1,195,41,24
3404,25866,1953,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,195,41,24
3405,44631,1953,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,11,10,1,9,14,1,195,41,24
3406,2304,1953,0.08,0.3754,0.517333333,100,0.403103896,0.200570288,20185,5,1,1,4,1,1,5,18,1,27,38,29
3407,8055,1953,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3408,757,1953,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3409,6668,1953,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3410,4573,1953,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3411,12745,1953,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3412,19485,1953,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3413,10382,1953,0.05,0.3,0.563336,100,0.487081183,0.126528986,180,1,1,1,5,12,1,33,17,1,152,46,28
3414,14054,1953,0.05,0.3,0.563336,100,0.487081183,0.126528986,880,1,1,1,5,12,1,33,17,1,152,46,28
3415,98,1953,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3416,48147,1953,0.05,0.3,0.568461333,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3417,3506,1953,0.05,0.3,0.568712,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3418,8938,1953,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3419,18450,1953,0.05,0.3,0.542666667,100,0.518245196,0.210723758,2217,1,1,1,5,12,1,33,17,1,152,46,28
3420,45877,1953,0.05,0.3,0.542666667,100,0.518218866,0.210686921,7710,1,1,1,5,12,1,33,17,1,152,46,28
3421,8548,1953,0.05,0.3,0.5686,100,0.650588061,0.37869402,155,1,1,1,5,12,1,33,17,1,152,46,28
3422,1108,1953,0.05,0.3,0.525,100,0.417096771,0.209665657,0,1,1,1,5,12,1,33,17,1,152,46,28
3423,15102,1954,0.05,0.175,0.567,100,0.392382753,0.193601545,142,2,4,1,17,10,1,15,23,1,206,51,37
3424,13774,1954,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,10,1,15,23,1,206,51,37
3425,2783,1954,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,10,1,15,23,1,206,51,37
3426,24577,1954,0.05,0.175,0.525,100,0.385535472,0.189150813,157,2,4,1,17,10,1,15,23,1,206,51,37
3427,20045,1954,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,10,1,15,23,1,206,51,37
3428,9603,1954,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,4,1,1,5,18,1,27,57,42
3429,14982,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3430,29627,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3431,4474,1954,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3432,1029,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3433,3501,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3434,18612,1954,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3435,28806,1954,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3436,7778,1954,0.05,0.3,0.563336,100,0.487081183,0.126528986,591,5,1,1,12,12,1,22,25,1,112,56,38
3437,22672,1954,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,4,1,1,5,18,1,27,57,42
3438,24713,1954,0.05,0.3,0.568524,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3439,6996,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3440,10368,1954,0.05,0.3,0.542666667,100,0.518465874,0.211032505,2640,5,1,1,12,12,1,22,25,1,112,56,38
3441,17136,1954,0.05,0.3,0.542666667,100,0.517260641,0.209346287,3170,5,1,1,12,12,1,22,25,1,112,56,38
3442,8280,1954,0.05,0.3,0.5686,100,0.834543978,0.498265366,309,5,1,1,12,12,1,22,25,1,112,56,38
3443,14911,1954,0.05,0.3,0.5682,100,0.834542528,0.498264424,88,5,1,1,12,12,1,22,25,1,112,56,38
3444,3975,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3445,3533,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3446,755,1954,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,112,56,38
3447,17554,1955,0.05,0.175,0.567,100,0.392382753,0.193601545,93,2,4,1,17,10,1,15,23,1,111,60,37
3448,13093,1955,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,10,1,15,23,1,111,60,37
3449,24169,1955,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,10,1,15,23,1,111,60,37
3450,15332,1955,0.05,0.175,0.525,100,0.320204547,0.163944736,7605,2,4,1,17,10,1,15,23,1,111,60,37
3451,38930,1955,0.05,0.175,0.525,100,0.320204547,0.163944736,12163,2,4,1,17,10,1,15,23,1,111,60,37
3452,9524,1955,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,4,1,1,5,18,1,55,136,42
3453,21921,1955,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,4,1,1,5,18,1,55,136,42
3454,9519,1955,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,10,1,15,23,1,111,60,37
3455,18443,1955,0.05,0.3,0.543333333,100,0.487081183,0.126528986,14480,5,1,1,12,12,1,22,25,1,216,65,38
3456,679,1955,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3457,15843,1955,0.05,0.3,0.525,100,0.320204547,0.163944736,8622,5,1,1,12,12,1,22,25,1,216,65,38
3458,6938,1955,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3459,21045,1955,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3460,2611,1955,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3461,8066,1955,0.05,0.3,0.567668,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3462,21831,1955,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3463,13410,1955,0.05,0.3,0.563336,100,0.487081183,0.126528986,873,5,1,1,12,12,1,22,25,1,216,65,38
3464,18390,1955,0.054461055,0.3,0.573442001,100,0.467325099,0.24231407,0,5,1,1,12,12,1,22,25,1,216,65,38
3465,1644,1955,0.05,0.3,0.542666667,100,0.518618488,0.211246025,411,5,1,1,12,12,1,22,25,1,216,65,38
3466,17904,1955,0.05,0.3,0.542666667,100,0.517376721,0.209508692,4737,5,1,1,12,12,1,22,25,1,216,65,38
3467,43075,1955,0.05,0.3,0.542666667,100,0.517092929,0.209111643,12440,5,1,1,12,12,1,22,25,1,216,65,38
3468,76395,1955,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3469,7598,1955,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3470,544,1955,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,12,1,22,25,1,216,65,38
3471,16332,1955,0.05,0.3,0.542666667,100,0.517735143,0.210010154,5750,5,1,1,12,12,1,22,25,1,216,65,38
3472,3470,1955,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,4,1,1,5,18,1,55,136,42
3473,16732,1956,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,8,68,49
3474,12280,1956,0.05,0.175,0.567,100,0.396303639,0.196150121,73,2,4,1,17,18,1,40,28,1,8,68,49
3475,472,1956,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,8,68,49
3476,1213,1956,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,8,68,49
3477,20170,1956,0.05,0.175,0.525,100,0.276460789,0.135511293,778,2,4,1,17,18,1,40,28,1,8,68,49
3478,45936,1956,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,8,68,49
3479,44958,1956,0.05,0.3,0.543333333,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3480,4587,1956,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3481,4870,1956,0.05,0.3,0.525,100,0.367349318,0.177329813,5330,5,1,1,12,16,1,22,29,1,50,74,1
3482,16247,1956,0.05,0.3,0.565333333,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3483,95644,1956,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3484,48347,1956,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3485,7082,1956,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3486,9323,1956,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3487,45390,1956,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3488,26736,1956,0.05,0.3,0.568002,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3489,11673,1956,0.05,0.3,0.563336,100,0.487081183,0.126528986,1249,5,1,1,12,16,1,22,29,1,50,74,1
3490,24775,1956,0.05,0.3,0.5685052,100,0.471261943,0.244873018,1399,5,1,1,12,16,1,22,29,1,50,74,1
3491,5450,1956,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3492,8760,1956,0.05,0.3,0.542666667,100,0.517229617,0.209302881,123,5,1,1,12,16,1,22,29,1,50,74,1
3493,17826,1956,0.05,0.3,0.542666667,100,0.517265093,0.209352515,4279,5,1,1,12,16,1,22,29,1,50,74,1
3494,36029,1956,0.05,0.3,0.542666667,100,0.517302238,0.209404484,10575,5,1,1,12,16,1,22,29,1,50,74,1
3495,5200,1956,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3496,2184,1956,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3497,24,1956,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3498,2377,1956,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3499,1793,1956,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,5,1,1,12,16,1,22,29,1,50,74,1
3500,11442,1957,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,41,75,53
3501,16332,1957,0.05,0.175,0.567,100,0.396303639,0.196150121,388,2,4,1,17,18,1,40,28,1,41,75,53
3502,1264,1957,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,41,75,53
3503,6603,1957,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,41,75,53
3504,18016,1957,0.05,0.175,0.525,100,0.367349318,0.177329813,311,2,4,1,17,18,1,40,28,1,41,75,53
3505,26733,1957,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,41,75,53
3506,17434,1957,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,20,1,1,2,1,1,141,79,1
3507,36718,1957,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,41,75,53
3508,41865,1957,0.05,0.3,0.543333333,100,0.487081183,0.126528986,49170,5,1,1,12,16,1,30,29,1,77,78,1
3509,1437,1957,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3510,11610,1957,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3511,7128,1957,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3512,2100,1957,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3513,23756,1957,0.05,0.3,0.568002,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3514,12586,1957,0.05,0.3,0.563336,100,0.487081183,0.126528986,1290,5,1,1,12,16,1,30,29,1,77,78,1
3515,9903,1957,0.05,0.3,0.568618,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3516,6686,1957,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3517,4386,1957,0.05,0.3,0.542666667,100,0.518157087,0.210600487,250,5,1,1,12,16,1,30,29,1,77,78,1
3518,19476,1957,0.05,0.3,0.542666667,100,0.517342706,0.209461102,4998,5,1,1,12,16,1,30,29,1,77,78,1
3519,30088,1957,0.05,0.3,0.542666667,100,0.517048114,0.209048944,5001,5,1,1,12,16,1,30,29,1,77,78,1
3520,7486,1957,0.05,0.3,0.5682,100,0.834543323,0.498264941,385,5,1,1,12,16,1,30,29,1,77,78,1
3521,9198,1957,0.1,0.3,0.58876,100,0.417096771,0.209665657,0,5,1,1,20,16,1,21,30,1,45,87,60
3522,3358,1957,0.05,0.3,0.5686,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3523,527,1957,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,29,1,77,78,1
3524,5499,1957,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,20,1,1,2,1,1,141,79,1
3525,12526,1958,0.05,0.175,0.567,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,148,82,53
3526,17480,1958,0.05,0.175,0.567,100,0.396303639,0.196150121,363,2,4,1,17,18,1,40,28,1,148,82,53
3527,26527,1958,0.05,0.175,0.525,100,0.367349318,0.177329813,1563,2,4,1,17,18,1,40,28,1,148,82,53
3528,7510,1958,0.05,0.175,0.525,100,0.417096771,0.209665657,0,2,4,1,17,18,1,40,28,1,148,82,53
3529,32318,1958,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,20,1,1,2,1,1,235,93,1
3530,4906,1958,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,20,1,1,2,1,1,235,93,1
3531,7688,1958,0.05,0.3,0.543333333,100,0.487081183,0.126528986,10989,5,1,1,12,16,1,30,30,1,225,89,1
3532,20848,1958,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3533,29446,1958,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3534,7013,1958,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3535,15125,1958,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3536,37556,1958,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3537,7963,1958,0.119558649,0.3,0.5681356,100,0.471261943,0.244873018,6688,5,1,1,20,15,1,32,24,1,129,92,62
3538,17278,1958,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3539,6869,1958,0.05,0.3,0.563336,100,0.487081183,0.126528986,1004,5,1,1,12,16,1,30,30,1,225,89,1
3540,4707,1958,0.05,0.3,0.563336,100,0.487081183,0.126528986,690,5,1,1,12,16,1,30,30,1,225,89,1
3541,190,1958,0.05,0.3,0.567,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3542,6892,1958,0.05,0.3,0.568712,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3543,6822,1958,0.05,0.3,0.542666667,100,0.518305424,0.210808022,3894,5,1,1,12,16,1,30,30,1,225,89,1
3544,13384,1958,0.05,0.3,0.542666667,100,0.517268221,0.209356891,2982,5,1,1,12,16,1,30,30,1,225,89,1
3545,25158,1958,0.05,0.3,0.542666667,100,0.517098372,0.209119259,8446,5,1,1,12,16,1,30,30,1,225,89,1
3546,9830,1958,0.05,0.3,0.568534,100,0.834543981,0.498265368,320,5,1,1,12,16,1,30,30,1,225,89,1
3547,12489,1958,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3548,1208,1958,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3549,11660,1958,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3550,890,1958,0.05,0.3,0.525,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3551,4723,1958,0.05,0.3,0.534666667,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3552,3097,1958,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,20,1,1,2,1,1,235,93,1
3553,3965,1958,0.05,0.3,0.5678,100,0.417096771,0.209665657,0,5,1,1,12,16,1,30,30,1,225,89,1
3554,248,1958,0.08,0.3754,0.517333333,100,0.417096771,0.209665657,0,5,1,1,20,1,1,2,1,1,235,93,1
4930,693,1929,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,10,19,1,19,33,16,200,137,106
4931,1327,1934,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,10,19,1,19,34,1,167,122,88
4932,2437,1935,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,10,19,1,19,34,1,208,122,88
4933,1210,1939,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,10,19,1,38,34,1,73,124,91
4934,15480,1939,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,6,2,1,10,19,1,26,31,1,127,126,107
4935,1344,1940,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,10,19,1,38,35,1,46,125,92
4936,4232,1941,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,19,1,38,35,1,46,127,94
4937,2239,1942,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,19,1,38,35,1,155,128,94
4938,2963,1943,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,19,1,38,35,1,71,130,96
4939,1275,1944,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,71,3,3
4940,11099,1944,0.05,0.175,0.525,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,71,3,3
4941,6649,1945,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,118,5,3
4942,29927,1945,0.05,0.175,0.565333333,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,118,5,3
4943,4586,1945,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,6,2,1,6,2,1,34,2,1,98,110,78
4944,11097,1946,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,118,7,7
4945,34,1946,0.05,0.175,0.525,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,118,7,7
4946,5749,1947,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,227,10,7
4947,40,1947,0.05,0.175,0.567,100,0.417096771,0.209665657,0,6,2,1,19,3,1,31,3,1,227,10,7
4948,21579,1947,0.05,0.3,0.563336,100,0.417096771,0.209665657,0,1,2,1,6,5,1,34,5,1,143,133,8
4949,206,1947,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,1,2,1,6,5,1,34,5,1,143,133,8
4950,55910,1947,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,1,2,1,6,5,1,34,5,1,143,133,8
4951,12251,1948,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,19,8,1,17,8,1,182,14,12
4952,8065,1948,0.05,0.175,0.525,100,0.417096771,0.209665657,0,1,2,1,19,8,1,17,8,1,182,14,12
4953,98104,1948,0.05,0.175,0.565333333,100,0.417096771,0.209665657,0,1,2,1,19,8,1,17,8,1,182,14,12
4954,14448,1948,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,19,8,1,17,8,1,182,14,12
4955,143,1948,0.05,0.3,0.568336,100,0.417096771,0.209665657,0,1,2,1,5,5,1,28,5,1,236,16,13
4956,4721,1949,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,8,1,151,18,12
4957,14858,1949,0.05,0.175,0.525,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,8,1,151,18,12
4958,43826,1949,0.05,0.3,0.543333333,100,0.417096771,0.209665657,0,1,2,1,5,5,1,28,5,1,236,19,13
4959,6981,1949,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,2,1,5,5,1,28,5,1,236,19,13
4960,1688,1949,0.05,0.3,0.563336,100,0.487081183,0.126528986,10,1,2,1,5,5,1,28,5,1,236,19,13
4961,609,1949,0.05,0.3,0.542666667,100,0.417096771,0.209665657,0,1,2,1,5,5,1,28,5,1,236,19,13
4962,3886,1950,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,10,1,164,22,12
4963,10078,1950,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,10,1,164,22,12
4964,9518,1950,0.05,0.175,0.525,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,10,1,164,22,12
4965,4114,1950,0.05,0.3,0.567,100,0.417096771,0.209665657,0,1,2,1,5,5,1,28,12,1,172,25,13
4966,3174,1950,0.05,0.3,0.563336,100,0.487081183,0.126528986,87,1,2,1,5,5,1,28,12,1,172,25,13
4967,51108,1950,0.05,0.3,0.542666667,100,0.518218747,0.210686754,5975,1,2,1,5,5,1,28,12,1,172,25,13
4968,3635,1951,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,10,1,2,27,12
4969,14939,1951,0.05,0.175,0.567,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,10,1,2,27,12
4970,26022,1951,0.05,0.175,0.525,100,0.417096771,0.209665657,0,1,2,1,11,8,1,17,10,1,2,27,12
