"X","MP_Euro","Year_Birth","Comm_MP_Euro","Comm_MP_UL","Manag_Fees","Profit_Sharing","Cost_Asset_manag","Cost_retro","MP_UL","Cluster_KMEAN_6","Cluster_HAC_Ward_6","Cluster_HAC_Min_6","Cluster_KMEAN_20","Cluster_HAC_Ward_20","Cluster_HAC_Min_20","Cluster_KMEAN_40","Cluster_HAC_Ward_40","Cluster_HAC_Min_40","Cluster_KMEAN_250","Cluster_HAC_Ward_250","Cluster_HAC_Min_250"
160,0,1950,0.05,0.229724351,0.613605105,99.9997251,0.352501169,0.20387478,67706,1,2,1,11,8,1,17,10,1,103,23,19
161,0,1950,0.05,0.175,0.553666667,99.9997251,0.403103896,0.200570288,23203,1,2,1,11,8,1,17,10,1,164,22,12
162,0,1950,0.45,0.5758,0.721984823,99.9997251,0.403103896,0.200570288,57468,4,3,2,9,9,3,29,11,3,163,24,20
163,0,1950,0.05,0.175,0.505666667,99.9997251,0.181329085,0.109871908,64973,1,2,1,11,8,1,17,10,1,164,22,12
164,0,1950,0.05,0.175,0.733666667,99.9997251,0.306211672,0.154849367,36624,1,2,1,11,8,1,17,10,1,164,22,12
165,0,1950,0.05,0.3,0.554727397,99.9997251,0.403103896,0.200570288,4982,1,2,1,5,5,1,28,12,1,172,25,13
166,0,1950,0.05,0.3,0.574466667,99.9997251,0.403103896,0.200570288,48434,1,2,1,5,5,1,28,12,1,172,25,13
167,0,1950,0.05,0.3,0.561666667,99.9997251,0.403103896,0.200570288,8093,1,2,1,5,5,1,28,12,1,172,25,13
168,0,1950,0.05,0.3,0.553666667,99.9997251,0.403103896,0.200570288,4714,1,2,1,5,5,1,28,12,1,172,25,13
169,0,1950,0.05,0.475408,0.555378667,99.9997251,0.181328922,0.109871844,1554,1,1,1,14,7,1,10,7,1,242,26,15
170,0,1950,0.05,0.475408,0.555378667,99.9997251,0.320204547,0.163944736,2307,1,1,1,14,7,1,10,7,1,242,26,15
171,0,1950,0.05,0.475408,0.555378667,99.9997251,0.181328922,0.109871844,452,1,1,1,14,7,1,10,7,1,242,26,15
172,0,1950,0.05,0.475408,0.555378667,99.9997251,0.181328922,0.109871844,4644,1,1,1,14,7,1,10,7,1,242,26,15
173,0,1950,0.05,0.475408,0.555378667,99.9997251,0.320204547,0.163944736,11362,1,1,1,14,7,1,10,7,1,242,26,15
174,0,1951,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,6345,1,2,1,11,8,1,17,10,1,2,27,12
175,0,1951,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,11817,1,2,1,11,8,1,17,10,1,2,27,12
176,0,1951,0.05,0.175,0.508570667,99.9997251,0.392382753,0.193601545,524,1,2,1,11,8,1,17,10,1,2,27,12
177,0,1951,0.116666667,0.341172384,0.537135492,99.9997251,0.392382753,0.193601545,10088,1,1,1,13,6,1,23,6,1,82,28,21
178,0,1951,0.05,0.175,0.508570667,99.9997251,0.392382753,0.193601545,1182,1,2,1,11,8,1,17,10,1,2,27,12
179,0,1951,0.05,0.175,0.555378667,99.9997251,0.392382753,0.193601545,45426,1,2,1,11,8,1,17,10,1,2,27,12
180,0,1951,0.05,0.175,0.641666667,99.9997251,0.392382753,0.193601545,4519,1,2,1,11,8,1,17,10,1,2,27,12
181,0,1951,0.05,0.175,0.590220359,99.9997251,0.393553956,0.194362827,47903,1,2,1,11,8,1,17,10,1,2,27,12
182,0,1951,0.05,0.175,0.609666667,99.9997251,0.392382753,0.193601545,6490,1,2,1,11,8,1,17,10,1,2,27,12
183,0,1951,0.05,0.203475505,0.623087805,99.9997251,0.412100404,0.206418019,73654,1,2,1,11,8,1,17,10,1,2,27,12
184,0,1951,0.15,0.30957645,0.53492204,99.9997251,0.39958242,0.198281329,16414,3,1,1,13,6,1,23,13,1,113,29,22
185,0,1951,0.05,0.175,0.558600375,99.9997251,0.392382753,0.193601545,113323,1,2,1,11,8,1,17,10,1,2,27,12
186,0,1951,0.05,0.357313448,0.638218667,99.9997251,0.341780025,0.196906036,22050,1,2,1,5,5,1,1,12,1,116,30,13
187,0,1951,0.05,0.3,0.561666667,99.9997251,0.392382753,0.193601545,9178,1,2,1,5,5,1,1,12,1,12,31,13
188,0,1951,0.05,0.3,0.574466667,99.9997251,0.392382753,0.193601545,52202,1,2,1,5,5,1,1,12,1,12,31,13
189,0,1951,0.2,0.7762,0.961666667,99.9997251,0.600000379,0.328553002,172,4,3,1,18,4,4,11,4,4,184,32,23
190,0,1951,0.05,0.3,0.585666667,99.9997251,0.617343376,0.33982595,3101,1,2,1,5,5,1,1,12,1,12,31,13
191,0,1951,0.05,0.470551042,0.555378667,99.9997251,0.368042481,0.177780369,2580,1,1,1,14,7,1,10,7,1,38,33,15
192,0,1951,0.05,0.317393507,0.555325443,99.9997251,0.38990043,0.191988035,34668,1,2,1,5,5,1,1,12,1,30,31,13
193,0,1951,0.05,0.475408,0.555378667,99.9997251,0.367349318,0.177329813,19,1,1,1,14,7,1,10,7,1,38,33,15
194,0,1951,0.05,0.456167051,0.545124882,99.9997251,0.392711668,0.19381534,3080,1,1,1,14,7,1,10,7,1,38,33,15
195,0,1952,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,62789,2,4,1,11,10,1,9,14,1,23,34,24
196,0,1952,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,13216,2,4,1,11,10,1,9,14,1,23,34,24
197,0,1952,0.15,1.0786,0.961666667,99.9997251,0.836361506,0.482187734,5872,4,3,1,18,11,5,11,15,5,1,35,25
198,0,1952,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,9006,2,4,1,11,10,1,9,14,1,23,34,24
199,0,1952,0.05,0.3754,0.722770667,99.9997251,0.531148241,0.283799113,113002,1,1,1,5,12,1,1,16,1,64,36,26
200,0,1952,0.05,0.175,0.531046658,99.9997251,0.392382753,0.193601545,15458,2,4,1,11,10,1,9,14,1,23,34,24
201,0,1952,0.05,0.370112583,0.638218667,99.9997251,0.341780025,0.196906036,21954,1,1,1,5,12,1,1,16,1,64,36,26
202,0,1952,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,6275,2,4,1,11,10,1,9,14,1,23,34,24
203,0,1952,0.05,0.175,0.551504845,99.9997251,0.392382753,0.193601545,6794,2,4,1,11,10,1,9,14,1,23,34,24
204,0,1952,0.05,0.175,0.593858235,99.9997251,0.392917853,0.19394936,31253,2,4,1,11,10,1,9,14,1,23,34,24
205,0,1952,0.15,0.314419317,0.634781986,99.9997251,0.392382753,0.193601545,64399,3,1,1,13,6,1,39,13,1,113,29,27
206,0,1952,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,36,2,4,1,11,10,1,9,14,1,23,34,24
207,0,1952,0.056,0.19170935,0.533039018,99.9997251,0.381775872,0.186707072,28167,1,4,1,11,10,1,9,14,1,79,34,24
208,0,1952,0.05,0.3,0.553666667,99.9997251,0.392382753,0.193601545,62116,1,1,1,5,12,1,33,17,1,247,37,28
209,0,1952,0.08,0.360773641,0.577617748,99.9997251,0.398383512,0.197502038,35183,1,1,1,4,1,1,1,18,1,95,38,29
210,0,1952,0.25,0.476249527,0.660273662,99.9997251,0.383346893,0.187728236,5109,3,5,1,16,13,1,37,19,1,88,39,30
211,0,1952,0.05,0.3,0.553666667,99.9997251,0.392382753,0.193601545,7748,1,1,1,5,12,1,33,17,1,247,37,28
212,0,1952,0.05,0.371217405,0.555328114,99.9997251,0.496690437,0.278660565,9453,1,1,1,5,12,1,1,16,1,64,36,26
213,0,1952,0.05,0.313330662,0.555292681,99.9997251,0.58741244,0.373826131,14968,1,1,1,5,12,1,33,17,1,247,37,28
214,0,1952,0.05,0.475408,0.555378667,99.9997251,0.367349318,0.177329813,5131,1,1,1,14,7,1,36,7,1,5,40,31
215,0,1953,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,116358,2,4,1,11,10,1,9,14,1,195,41,24
216,0,1953,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,112772,2,4,1,11,10,1,9,14,1,195,41,24
217,0,1953,0.05,0.5758,0.553666667,99.9997251,0.392382753,0.193601545,6871,5,1,1,2,7,1,36,20,1,188,42,32
218,0,1953,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,8020,2,4,1,11,10,1,9,14,1,195,41,24
219,0,1953,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,6927,2,4,1,11,10,1,9,14,1,195,41,24
220,0,1953,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,49400,2,4,1,11,10,1,9,14,1,195,41,24
221,0,1953,0.05,0.175,0.815224116,99.9997251,0.565167912,0.305911898,50607,2,4,1,11,10,1,9,14,1,195,41,24
222,0,1953,0.05,0.175,0.505666667,99.9997251,0.392382753,0.193601545,7415,2,4,1,11,10,1,9,14,1,195,41,24
223,0,1953,0.13,0.449760417,0.533092608,99.9997251,0.392382753,0.193601545,8182,3,1,1,4,6,1,5,13,1,39,43,33
224,0,1953,0.05,0.3754,0.722770667,99.9997251,0.366494044,0.212970148,20007,5,1,1,4,12,1,1,16,1,139,44,26
225,0,1953,0.05,0.180855988,0.62569009,99.9997251,0.341780025,0.196906036,28665,2,4,1,11,10,1,9,14,1,250,41,24
226,0,1953,0.05,0.175,0.455266667,99.9997251,0.403103896,0.200570288,86982,2,4,1,11,10,1,9,14,1,195,41,24
227,0,1953,0.05,0.175,0.558135943,99.9997251,0.396576705,0.196327614,38022,2,4,1,11,10,1,9,14,1,195,41,24
228,0,1953,0.05,0.365088652,0.638255867,99.9997251,0.342349678,0.197276311,47606,5,1,1,4,12,1,1,16,1,139,44,26
229,0,1953,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,4481,2,4,1,11,10,1,9,14,1,195,41,24
230,0,1953,0.05,0.177966003,0.592911049,99.9997251,0.392382753,0.193601545,41045,2,4,1,11,10,1,9,14,1,250,41,24
231,0,1953,0.05,0.179531204,0.577883698,99.9997251,0.396011033,0.195959927,39510,2,4,1,11,10,1,9,14,1,250,41,24
232,0,1953,0.15,0.2746,0.721666667,99.9997251,0.392382753,0.193601545,1036,3,1,1,13,6,1,39,13,1,140,45,34
233,0,1953,0.05,0.3,0.961666667,99.9997251,0.392382753,0.193601545,1700,1,1,1,5,12,1,33,17,1,152,46,28
234,0,1953,0.05,0.3,0.521666667,99.9997251,0.320204547,0.163944736,4385,1,1,1,5,12,1,33,17,1,152,46,28
235,0,1953,0.05,0.3,0.555002667,99.9997251,0.392382753,0.193601545,18639,1,1,1,5,12,1,33,17,1,152,46,28
236,0,1953,0.075,0.334515138,0.554269974,99.9997251,0.382973132,0.187485291,29421,5,1,1,4,12,1,33,17,1,76,47,28
237,0,1953,0.23,0.776656,0.625666667,99.9997251,0.617343376,0.33982595,88384,4,3,1,18,4,4,11,21,4,18,48,35
238,0,1953,0.05,0.3,0.655770667,99.9997251,0.392382753,0.193601545,14631,1,1,1,5,12,1,33,17,1,152,46,28
239,0,1953,0.05,0.3,0.622196968,99.9997251,0.392382753,0.193601545,18954,1,1,1,5,12,1,33,17,1,152,46,28
240,0,1953,0.05,0.402911744,0.584019297,99.9997251,0.514362601,0.272888446,28548,5,1,1,4,12,1,36,16,1,139,44,26
241,0,1953,0.4,1.275,0.964498667,99.9997251,0.531148241,0.283799113,19605,4,3,2,15,14,6,35,22,6,75,49,36
242,0,1953,0.05,0.448744373,0.555378667,99.9997251,0.37115463,0.179803265,3840,5,1,1,2,7,1,36,20,1,187,50,31
243,0,1953,0.05,0.475408,0.555378667,99.9997251,0.367349318,0.177329813,6405,5,1,1,2,7,1,36,20,1,187,50,31
244,0,1953,0.05,0.3,0.553666667,99.9997251,0.392382753,0.193601545,787,1,1,1,5,12,1,33,17,1,152,46,28
245,0,1953,0.0625,0.473852232,0.557852781,99.9997251,0.384938912,0.188763048,3292,5,1,1,2,7,1,36,20,1,187,50,31
246,0,1953,0.05,0.475408,0.555378667,99.9997251,0.367349318,0.177329813,2643,5,1,1,2,7,1,36,20,1,187,50,31
247,0,1954,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,28585,2,4,1,17,10,1,15,23,1,206,51,37
248,0,1954,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,14330,2,4,1,17,10,1,15,23,1,206,51,37
249,0,1954,0.05,0.175,0.961666667,99.9997251,0.392382753,0.193601545,15009,2,4,1,17,10,1,15,23,1,206,51,37
250,0,1954,0.05,0.175,0.569666667,99.9997251,0.392382753,0.193601545,3124,2,4,1,17,10,1,15,23,1,206,51,37
251,0,1954,0.05,0.175,0.52484043,99.9997251,0.392382753,0.193601545,6539,2,4,1,17,10,1,15,23,1,206,51,37
252,0,1954,0.05,0.182600194,0.563984038,99.9997251,0.346527761,0.199992065,45046,2,4,1,17,10,1,15,23,1,206,51,37
253,0,1954,0.05,0.3754,0.722770667,99.9997251,0.366494044,0.212970148,1871,5,1,1,4,12,1,22,16,1,70,52,38
254,0,1954,0.14,0.310012827,0.552761359,99.9997251,0.393811571,0.194530277,19031,3,1,1,13,15,1,18,24,1,150,53,39
255,0,1954,0.05,0.208594072,0.603029608,99.9997251,0.419857637,0.21146022,23525,2,4,1,17,10,1,15,23,1,169,54,37
256,0,1954,0.05,0.175,0.590674701,99.9997251,0.392382753,0.193601545,22247,2,4,1,17,10,1,15,23,1,206,51,37
257,0,1954,0.05,0.175,0.721666667,99.9997251,0.392382753,0.193601545,158405,2,4,1,17,10,1,15,23,1,206,51,37
258,0,1954,0.068181818,0.185825186,0.553459097,99.9997251,0.288786933,0.143523287,57169,2,4,1,17,10,1,15,23,1,165,54,40
259,0,1954,0.15,0.373895952,0.506770149,99.9997251,0.402890035,0.200431278,14766,3,1,1,13,6,1,18,13,1,39,55,41
260,0,1954,0.05,0.33049414,0.628753104,99.9997251,0.341780025,0.196906036,18387,5,1,1,4,12,1,22,25,1,52,56,38
261,0,1954,0.05,0.3,0.60297719,99.9997251,0.570056562,0.326348546,52044,5,1,1,12,12,1,22,25,1,112,56,38
262,0,1954,0.088461539,0.366303277,0.582836804,99.9997251,0.405199766,0.201932604,32447,5,1,1,4,1,1,5,18,1,203,57,42
263,0,1954,0.05,0.3,0.553666667,99.9997251,0.392382753,0.193601545,2203,5,1,1,12,12,1,22,25,1,112,56,38
264,0,1954,0.05,0.3,0.638727023,99.9997251,0.476302052,0.248149089,6154,5,1,1,12,12,1,22,25,1,112,56,38
265,0,1954,0.052631579,0.323897831,0.555884757,99.9997251,0.530340773,0.300533283,9515,5,1,1,4,12,1,22,25,1,52,56,38
266,0,1954,0.083333333,0.336266132,0.605713333,99.9997251,0.510424741,0.05183738,1420,5,1,1,4,1,1,5,18,1,203,57,42
267,0,1954,0.05,0.475408,0.555378667,99.9997251,0.512589015,0.28899464,2735,5,1,1,2,7,1,36,20,1,74,58,43
268,0,1954,0.05,0.475408,0.555378667,99.9997251,0.378582395,0.184631313,2917,5,1,1,2,7,1,36,20,1,74,58,43
269,0,1955,0.05,0.5758,0.553666667,99.9997251,0.392382753,0.193601545,43334,5,1,1,2,7,1,8,20,1,60,59,44
270,0,1955,0.061111111,0.193273289,0.961666667,99.9997251,0.482570595,0.252223642,13180,2,4,1,17,10,1,15,23,1,25,60,37
271,0,1955,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,32235,2,4,1,17,10,1,15,23,1,111,60,37
272,0,1955,0.05,0.3754,0.722770667,99.9997251,0.457837692,0.289602544,156869,5,1,1,12,16,1,22,26,1,142,61,38
273,0,1955,0.05,0.175,0.553666667,99.9997251,0.392382753,0.193601545,31692,2,4,1,17,10,1,15,23,1,111,60,37
274,0,1955,0.05,0.175,0.515149941,99.9997251,0.392382753,0.193601545,4129,2,4,1,17,10,1,15,23,1,111,60,37
275,0,1955,0.05,0.175,0.569666667,99.9997251,0.392382753,0.193601545,657,2,4,1,17,10,1,15,23,1,111,60,37
276,0,1955,0.05,0.3754,0.722770667,99.9997251,0.457837692,0.289602544,33720,5,1,1,12,16,1,22,26,1,142,61,38
277,0,1955,0.05,0.359651789,0.656814406,99.9997251,0.433123673,0.273538432,32337,5,1,1,12,16,1,22,26,1,47,61,38
278,0,1955,0.05625,0.184473349,0.61361125,99.9997251,0.392382753,0.193601545,14468,2,4,1,17,10,1,15,23,1,25,60,37
279,0,1955,0.05,0.199502284,0.594275168,99.9997251,0.392599583,0.193742484,38759,2,4,1,17,10,1,15,23,1,25,60,37
280,0,1955,0.05,0.175,0.433666667,99.9997251,0.403103896,0.200570288,5476,2,4,1,17,10,1,15,23,1,111,60,37
281,0,1955,0.05,0.175,0.563107492,99.9997251,0.526389375,0.297964874,37134,2,4,1,17,10,1,15,23,1,111,60,37
282,0,1955,0.061666667,0.191971116,0.556883971,99.9997251,0.294364677,0.147148821,44962,2,4,1,17,10,1,15,23,1,25,60,37
283,0,1955,0.05,0.175,0.534308667,99.9997251,0.295490529,0.147880624,15304,2,4,1,17,10,1,15,23,1,111,60,37
284,0,1955,0.15,0.2746,0.721666667,99.9997251,0.392382753,0.193601545,21510,3,1,1,13,15,1,18,24,1,54,62,45
285,0,1955,0.053333333,0.324718641,0.610619229,99.9997251,0.486067607,0.271755725,13416,5,1,1,12,12,1,22,25,1,16,63,38
286,0,1955,0.05,0.373647595,0.659857667,99.9997251,0.433123673,0.273538432,18554,5,1,1,12,16,1,22,26,1,220,61,38
287,0,1955,0.176875,0.521108792,0.582048699,99.9997251,0.361413532,0.190730576,24164,3,5,1,20,17,1,6,27,7,89,64,46
288,0,1955,0.05,0.3,0.588786667,99.9997251,0.378582395,0.184631313,3525,5,1,1,12,12,1,22,25,1,216,65,38
289,0,1955,0.05,0.3,0.69443641,99.9997251,0.384172178,0.188264672,5404,5,1,1,12,12,1,22,25,1,216,65,38
290,0,1955,0.05,0.3,0.623625913,99.9997251,0.392382753,0.193601545,34380,5,1,1,12,12,1,22,25,1,216,65,38
291,0,1955,0.05,0.3,0.961666667,99.9997251,0.392382753,0.193601545,574,5,1,1,12,12,1,22,25,1,216,65,38
292,0,1955,0.05,0.338954463,0.555960827,99.9997251,0.467688962,0.259809606,3452,5,1,1,12,12,1,22,25,1,222,63,38
293,0,1955,0.1,0.31465483,0.544180008,99.9997251,0.393686433,0.194448937,4347,5,1,1,20,1,1,5,18,1,7,66,47
294,0,1955,0.061111111,0.472194599,0.564658725,99.9997251,0.391404976,0.19296599,2771,5,1,1,2,7,1,16,20,1,87,67,48
295,0,1955,0.05,0.475408,0.555378667,99.9997251,0.378582395,0.184631313,1846,5,1,1,2,7,1,16,20,1,19,67,48
296,0,1956,0.05,0.175,0.553666667,99.9997251,0.396303639,0.196150121,31469,2,4,1,17,18,1,40,28,1,8,68,49
297,0,1956,0.05,0.175,0.553666667,99.9997251,0.396303639,0.196150121,77869,2,4,1,17,18,1,40,28,1,8,68,49
298,0,1956,0.05,0.5758,0.553666667,99.9997251,0.396303639,0.196150121,1397,5,1,1,2,7,1,8,20,1,60,69,50
299,0,1956,0.05,0.485505725,0.745422605,99.9997251,0.396303639,0.196150121,59768,5,1,1,2,7,1,16,20,1,131,70,51
300,0,1956,0.05,0.175,0.553666667,99.9997251,0.396303639,0.196150121,16724,2,4,1,17,18,1,40,28,1,8,68,49
